Area,Date,Total_Cases,Daily_Cases
Carmarthenshire,29/11/2020,3333,46
Ceredigion,29/11/2020,582,23
Conwy,29/11/2020,1720,11
Denbighshire,29/11/2020,1789,10
Flintshire,29/11/2020,3028,28
Gwynedd,29/11/2020,1370,11
Merthyr Tydfil,29/11/2020,2912,25
Monmouthshire,29/11/2020,1434,35
Neath Port Talbot,29/11/2020,4158,143
Newport,29/11/2020,3430,57
Pembrokeshire,29/11/2020,943,14
Powys,29/11/2020,1448,19
Rhondda Cynon Taf,29/11/2020,10104,78
Swansea,29/11/2020,7302,131
Torfaen,29/11/2020,2043,43
Vale of Glamorgan,29/11/2020,2213,25
Wrexham,29/11/2020,3838,32
Anglesey,30/11/2020,935,6
Blaenau Gwent,30/11/2020,2759,38
Bridgend,30/11/2020,3913,30
Caerphilly,30/11/2020,5107,69
Cardiff,30/11/2020,10854,93
Carmarthenshire,30/11/2020,3377,44
Ceredigion,30/11/2020,588,6
Conwy,30/11/2020,1727,7
Denbighshire,30/11/2020,1791,2
Flintshire,30/11/2020,3041,13
Gwynedd,30/11/2020,1373,4
Merthyr Tydfil,30/11/2020,2932,20
Monmouthshire,30/11/2020,1455,21
Neath Port Talbot,30/11/2020,4210,52
Newport,30/11/2020,3491,61
Pembrokeshire,30/11/2020,968,25
Powys,30/11/2020,1467,19
Rhondda Cynon Taf,30/11/2020,10176,72
Swansea,30/11/2020,7389,87
Torfaen,30/11/2020,2101,58
Vale of Glamorgan,30/11/2020,2248,35
Wrexham,30/11/2020,3867,19
Anglesey,01/12/2020,935,0
Blaenau Gwent,01/12/2020,2769,10
Bridgend,01/12/2020,3961,48
Caerphilly,01/12/2020,5135,28
Cardiff,01/12/2020,10900,46
Carmarthenshire,01/12/2020,3420,43
Ceredigion,01/12/2020,597,9
Conwy,01/12/2020,1727,0
Denbighshire,01/12/2020,1799,8
Flintshire,01/12/2020,3066,25
Gwynedd,01/12/2020,1380,6
Merthyr Tydfil,01/12/2020,2957,25
Monmouthshire,01/12/2020,1459,4
Neath Port Talbot,01/12/2020,4299,89
Newport,01/12/2020,3522,31
Pembrokeshire,01/12/2020,987,19
Powys,01/12/2020,1472,5
Rhondda Cynon Taf,01/12/2020,10253,77
Swansea,01/12/2020,7483,94
Torfaen,01/12/2020,2113,12
Vale of Glamorgan,01/12/2020,2264,16
Wrexham,01/12/2020,3907,50
Anglesey,02/12/2020,946,11
Blaenau Gwent,02/12/2020,2843,74
Bridgend,02/12/2020,4022,61
Caerphilly,02/12/2020,5260,125
Cardiff,02/12/2020,11106,206
Carmarthenshire,02/12/2020,3510,90
Ceredigion,02/12/2020,610,13
Conwy,02/12/2020,1740,13
Denbighshire,02/12/2020,1815,16
Flintshire,02/12/2020,3105,39
Gwynedd,02/12/2020,1385,5
Merthyr Tydfil,02/12/2020,2982,25
Monmouthshire,02/12/2020,1499,40
Neath Port Talbot,02/12/2020,4406,107
Newport,02/12/2020,3612,90
Pembrokeshire,02/12/2020,1035,48
Powys,02/12/2020,1485,13
Rhondda Cynon Taf,02/12/2020,10391,138
Swansea,02/12/2020,7674,191
Torfaen,02/12/2020,2156,43
Vale of Glamorgan,02/12/2020,2320,56
Wrexham,02/12/2020,3952,45
Anglesey,03/12/2020,,1
Blaenau Gwent,03/12/2020,,65
Bridgend,03/12/2020,,66
Caerphilly,03/12/2020,,126
Cardiff,03/12/2020,,217
Carmarthenshire,03/12/2020,,84
Ceredigion,03/12/2020,,11
Conwy,03/12/2020,,7
Denbighshire,03/12/2020,,9
Flintshire,03/12/2020,,17
Gwynedd,03/12/2020,,7
Merthyr Tydfil,03/12/2020,,52
Monmouthshire,03/12/2020,,48
Neath Port Talbot,03/12/2020,,132
Newport,03/12/2020,,116
Pembrokeshire,03/12/2020,,16
Powys,03/12/2020,,26
Rhondda Cynon Taf,03/12/2020,,180
Swansea,03/12/2020,,100
Torfaen,03/12/2020,,86
Vale of Glamorgan,03/12/2020,,42
Wrexham,03/12/2020,,25
Anglesey,04/12/2020,,10
Blaenau Gwent,04/12/2020,,65
Bridgend,04/12/2020,,73
Caerphilly,04/12/2020,,110
Cardiff,04/12/2020,,199
Carmarthenshire,04/12/2020,,86
Ceredigion,04/12/2020,,30
Conwy,04/12/2020,,5
Denbighshire,04/12/2020,,15
Flintshire,04/12/2020,,23
Gwynedd,04/12/2020,,9
Merthyr Tydfil,04/12/2020,,55
Monmouthshire,04/12/2020,,45
Neath Port Talbot,04/12/2020,,141
Newport,04/12/2020,,70
Pembrokeshire,04/12/2020,,41
Powys,04/12/2020,,17
Rhondda Cynon Taf,04/12/2020,,121
Swansea,04/12/2020,,171
Torfaen,04/12/2020,,59
Vale of Glamorgan,04/12/2020,,48
Wrexham,04/12/2020,,45
Anglesey,05/12/2020,,8
Blaenau Gwent,05/12/2020,,53
Bridgend,05/12/2020,,92
Caerphilly,05/12/2020,,111
Cardiff,05/12/2020,,242
Carmarthenshire,05/12/2020,,82
Ceredigion,05/12/2020,,32
Conwy,05/12/2020,,12
Denbighshire,05/12/2020,,10
Flintshire,05/12/2020,,33
Gwynedd,05/12/2020,,9
Merthyr Tydfil,05/12/2020,,47
Monmouthshire,05/12/2020,,38
Neath Port Talbot,05/12/2020,,139
Newport,05/12/2020,,134
Pembrokeshire,05/12/2020,,29
Powys,05/12/2020,,16
Rhondda Cynon Taf,05/12/2020,,149
Swansea,05/12/2020,,190
Torfaen,05/12/2020,,63
Vale of Glamorgan,05/12/2020,,50
Wrexham,05/12/2020,,60
Anglesey,06/12/2020,,2
Blaenau Gwent,06/12/2020,,64
Bridgend,06/12/2020,,126
Caerphilly,06/12/2020,,179
Cardiff,06/12/2020,,240
Carmarthenshire,06/12/2020,,112
Ceredigion,06/12/2020,,11
Conwy,06/12/2020,,18
Denbighshire,06/12/2020,,20
Flintshire,06/12/2020,,47
Gwynedd,06/12/2020,,9
Merthyr Tydfil,06/12/2020,,49
Monmouthshire,06/12/2020,,38
Neath Port Talbot,06/12/2020,,145
Newport,06/12/2020,,127
Pembrokeshire,06/12/2020,,43
Powys,06/12/2020,,24
Rhondda Cynon Taf,06/12/2020,,239
Swansea,06/12/2020,,217
Torfaen,06/12/2020,,82
Vale of Glamorgan,06/12/2020,,62
Wrexham,06/12/2020,,25
Anglesey,07/12/2020,,7
Blaenau Gwent,07/12/2020,,38
Bridgend,07/12/2020,,128
Caerphilly,07/12/2020,,119
Cardiff,07/12/2020,,281
Carmarthenshire,07/12/2020,,98
Ceredigion,07/12/2020,,21
Conwy,07/12/2020,,31
Denbighshire,07/12/2020,,13
Flintshire,07/12/2020,,47
Gwynedd,07/12/2020,,5
Merthyr Tydfil,07/12/2020,,64
Monmouthshire,07/12/2020,,56
Neath Port Talbot,07/12/2020,,203
Newport,07/12/2020,,159
Pembrokeshire,07/12/2020,,37
Powys,07/12/2020,,23
Rhondda Cynon Taf,07/12/2020,,190
Swansea,07/12/2020,,249
Torfaen,07/12/2020,,77
Vale of Glamorgan,07/12/2020,,61
Wrexham,07/12/2020,,67
Anglesey,08/12/2020,975,1
Blaenau Gwent,08/12/2020,3168,40
Bridgend,08/12/2020,4589,82
Caerphilly,08/12/2020,5968,64
Cardiff,08/12/2020,12335,51
Carmarthenshire,08/12/2020,4019,47
Ceredigion,08/12/2020,719,4
Conwy,08/12/2020,1824,11
Denbighshire,08/12/2020,1892,10
Flintshire,08/12/2020,3309,37
Gwynedd,08/12/2020,1426,2
Merthyr Tydfil,08/12/2020,3282,33
Monmouthshire,08/12/2020,1733,9
Neath Port Talbot,08/12/2020,5231,65
Newport,08/12/2020,4247,29
Pembrokeshire,08/12/2020,1209,8
Powys,08/12/2020,1603,12
Rhondda Cynon Taf,08/12/2020,11359,89
Swansea,08/12/2020,8694,93
Torfaen,08/12/2020,2530,7
Vale of Glamorgan,08/12/2020,2596,13
Wrexham,08/12/2020,4219,46
Anglesey,09/12/2020,978,3
Blaenau Gwent,09/12/2020,3242,74
Bridgend,09/12/2020,4711,122
Caerphilly,09/12/2020,6171,203
Cardiff,09/12/2020,12667,332
Carmarthenshire,09/12/2020,4142,123
Ceredigion,09/12/2020,745,26
Conwy,09/12/2020,1842,18
Denbighshire,09/12/2020,1907,15
Flintshire,09/12/2020,3379,70
Gwynedd,09/12/2020,1434,8
Merthyr Tydfil,09/12/2020,3337,55
Monmouthshire,09/12/2020,1795,62
Neath Port Talbot,09/12/2020,5402,171
Newport,09/12/2020,4471,224
Pembrokeshire,09/12/2020,1243,34
Powys,09/12/2020,1613,10
Rhondda Cynon Taf,09/12/2020,11593,234
Swansea,09/12/2020,8905,211
Torfaen,09/12/2020,2605,75
Vale of Glamorgan,09/12/2020,2675,79
Wrexham,09/12/2020,4259,40
Anglesey,10/12/2020,981,3
Blaenau Gwent,10/12/2020,3297,55
Bridgend,10/12/2020,4867,156
Caerphilly,10/12/2020,6334,163
Cardiff,10/12/2020,12840,173
Carmarthenshire,10/12/2020,4244,102
Ceredigion,10/12/2020,766,21
Conwy,10/12/2020,1854,12
Denbighshire,10/12/2020,1924,17
Flintshire,10/12/2020,3410,31
Gwynedd,10/12/2020,1452,19
Merthyr Tydfil,10/12/2020,3435,98
Monmouthshire,10/12/2020,1839,44
Neath Port Talbot,10/12/2020,5581,179
Newport,10/12/2020,4601,130
Pembrokeshire,10/12/2020,1256,12
Powys,10/12/2020,1656,43
Rhondda Cynon Taf,10/12/2020,11838,245
Swansea,10/12/2020,9152,247
Torfaen,10/12/2020,2688,83
Vale of Glamorgan,10/12/2020,2722,47
Wrexham,10/12/2020,4303,44
Anglesey,11/12/2020,982,1
Blaenau Gwent,11/12/2020,3361,64
Bridgend,11/12/2020,5033,166
Caerphilly,11/12/2020,6553,219
Cardiff,11/12/2020,12094,254
Carmarthenshire,11/12/2020,4383,139
Ceredigion,11/12/2020,796,30
Conwy,11/12/2020,1863,9
Denbighshire,11/12/2020,1947,23
Flintshire,11/12/2020,3466,56
Gwynedd,11/12/2020,1460,8
Merthyr Tydfil,11/12/2020,3543,108
Monmouthshire,11/12/2020,1889,50
Neath Port Talbot,11/12/2020,5726,145
Newport,11/12/2020,4772,171
Pembrokeshire,11/12/2020,1303,47
Powys,11/12/2020,1688,32
Rhondda Cynon Taf,11/12/2020,12056,218
Swansea,11/12/2020,9395,243
Torfaen,11/12/2020,2763,75
Vale of Glamorgan,11/12/2020,2790,68
Wrexham,11/12/2020,4350,47
Anglesey,12/12/2020,985,3
Blaenau Gwent,12/12/2020,3439,78
Bridgend,12/12/2020,5243,210
Caerphilly,12/12/2020,6688,135
Cardiff,12/12/2020,13421,327
Carmarthenshire,12/12/2020,4558,175
Ceredigion,12/12/2020,818,22
Conwy,12/12/2020,1873,10
Denbighshire,12/12/2020,1968,21
Flintshire,12/12/2020,3511,45
Gwynedd,12/12/2020,1475,15
Merthyr Tydfil,12/12/2020,3628,85
Monmouthshire,12/12/2020,1937,48
Neath Port Talbot,12/12/2020,5948,222
Newport,12/12/2020,4911,139
Pembrokeshire,12/12/2020,1343,40
Powys,12/12/2020,1717,29
Rhondda Cynon Taf,12/12/2020,12307,251
Swansea,12/12/2020,9719,324
Torfaen,12/12/2020,2858,95
Vale of Glamorgan,12/12/2020,2889,99
Wrexham,12/12/2020,4400,50
